Date,Open,High,Low,Close,Volume,Label,Daily_Return,MA_7,Lag_Close_1,Target_Return
2020-06-19 04:00:00+00:00,133.9040069580078,134.8715057373047,132.9499969482422,133.75050354003906,115540000,AMZN,0.007923935918584757,130.43500191824776,132.69900512695312,0.014508287231048456
2020-06-22 04:00:00+00:00,134.22500610351562,135.75,133.4499969482422,135.6909942626953,64176000,AMZN,0.014508287231048467,131.54828643798828,133.75050354003906,0.018641697717608204
2020-06-23 04:00:00+00:00,136.30099487304688,139.15550231933594,135.90199279785156,138.2205047607422,84634000,AMZN,0.018641697717608263,133.11535862513952,135.6909942626953,-0.010855867894828005
2020-06-24 04:00:00+00:00,139.0,139.8000030517578,136.0500030517578,136.72000122070312,90532000,AMZN,-0.010855867894827953,134.27050127301897,138.2205047607422,0.00738006638778529
2020-06-25 04:00:00+00:00,136.9774932861328,137.81149291992188,135.60699462890625,137.72900390625,59374000,AMZN,0.007380066387785211,135.26557268415178,136.72000122070312,-0.022402763153696437
2020-06-26 04:00:00+00:00,138.7530059814453,139.1284942626953,134.39999389648438,134.64349365234375,130016000,AMZN,-0.02240276315369638,135.63621520996094,137.72900390625,-0.004638148068063494
2020-06-29 04:00:00+00:00,134.50050354003906,134.83999633789062,131.50399780273438,134.0189971923828,84468000,AMZN,-0.004638148068063508,135.82478550502233,134.64349365234375,0.029264486024190406
2020-06-30 04:00:00+00:00,134.2534942626953,138.48150634765625,133.75149536132812,137.9409942626953,75394000,AMZN,0.029264486024190406,136.42342703683036,134.0189971923828,0.04345338619557459
2020-07-01 04:00:00+00:00,137.89950561523438,144.75,137.6999969482422,143.93499755859375,127268000,AMZN,0.043453386195574595,137.60114179338728,137.9409942626953,0.004029609482701228
2020-07-02 04:00:00+00:00,145.60049438476562,147.7779998779297,143.55499267578125,144.51499938964844,131868000,AMZN,0.004029609482701257,138.50035531180245,143.93499755859375,0.05768955229869068
2020-07-06 04:00:00+00:00,146.74850463867188,152.99400329589844,146.5,152.8520050048828,137612000,AMZN,0.05768955229869066,140.804927280971,144.51499938964844,-0.018619371729473453
2020-07-07 04:00:00+00:00,152.92750549316406,153.4774932861328,149.5,150.00599670410156,105150000,AMZN,-0.018619371729473477,142.55878339494978,152.8520050048828,0.026995584181255774
