Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-06-08 00:00:00-04:00,101.26278423582393,104.02651913232171,101.26278423582393,103.92699432373047,5617543,0.0,0.0
2020-06-09 00:00:00-04:00,102.2197364728161,102.28097873750143,100.30579351012923,100.95653533935547,5641706,0.0,0.0
2020-06-10 00:00:00-04:00,101.1709146261962,101.2321630120331,99.37181278853524,99.42539978027344,4952601,0.0,0.0
2020-06-11 00:00:00-04:00,96.48556369062166,96.53915677884828,90.21549617495506,90.34564208984375,12304726,0.0,0.0
2020-06-12 00:00:00-04:00,92.82611877244724,94.25774226130554,91.31793023264528,93.3313980102539,6506434,0.0,0.0
2020-06-15 00:00:00-04:00,91.24903275481229,93.68356571055861,90.56001445485118,93.13235473632812,5385959,0.0,0.0
2020-06-16 00:00:00-04:00,95.69703139785972,97.6109683600786,94.2883736959136,95.8118667602539,5864608,0.0,0.0
2020-06-17 00:00:00-04:00,96.33243910038462,96.65398538819484,94.47208946052837,95.04627227783203,3302013,0.0,0.0
2020-06-18 00:00:00-04:00,94.1658719913806,95.23767883333547,93.65293747454399,95.05393981933594,2997208,0.0,0.0
2020-06-19 00:00:00-04:00,96.59277205911981,97.09039612604259,93.59171097819971,93.76013946533203,8471554,0.0,0.0
2020-06-22 00:00:00-04:00,93.49216999819856,93.78308910313746,92.27490659334481,92.68831634521484,4993081,0.0,0.0
2020-06-23 00:00:00-04:00,93.40795345474174,94.08931644391157,91.2796563698788,91.4174575805664,6937700,0.0,0.0
2020-06-24 00:00:00-04:00,90.58298294187937,90.58298294187937,88.71497159939749,89.12838745117188,7061546,0.0,0.0
2020-06-25 00:00:00-04:00,89.3886743001819,91.26434082102935,88.88339507582513,91.12653350830078,6412608,0.0,0.0
2020-06-26 00:00:00-04:00,90.5370521428669,91.09592453220799,89.00589758996054,89.71788787841797,11244605,0.0,0.0
2020-06-29 00:00:00-04:00,90.32269405946532,91.70073074510714,89.8556911768869,91.67776489257812,4350837,0.0,0.0
2020-06-30 00:00:00-04:00,91.24903441073438,92.78784421541289,91.10357790822798,92.45864868164062,4099797,0.0,0.0
2020-07-01 00:00:00-04:00,92.07586109099812,92.81081111479529,90.62126550169062,90.75141143798828,4869967,0.0,0.0
